Gene	Gene synonym	Ensembl	Gene description	Chromosome	Position	Protein class	Evidence	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Prognostic p-value	RNA cancer category	RNA tissue category	RNA TS	RNA TS TPM	TPM max in non-specific	RNA cell line category	RNA CS	RNA CS TPM
SLC46A3	DKFZp686A1775, FLJ42613	ENSG00000139508	Solute carrier family 46 member 3	13	28700064-28718970	Predicted membrane proteins, Transporters	Evidence at protein level	HPA039930	Uncertain		Approved	Plasma membrane<br>Actin filaments<br>Cytosol	Lung cancer:7.09e-4 (favourable)	Expressed in all	Expressed in all			small intestine: 87.7	Cell line enhanced		RPTEC TERT1: 22.1
SLC47A1	FLJ10847, MATE1	ENSG00000142494	Solute carrier family 47 member 1	17	19495385-19579034	Predicted membrane proteins, Transporters	Evidence at protein level	HPA021987	Enhanced				Endometrial cancer:5.54e-8 (favourable), Renal cancer:1.06e-5 (favourable), Lung cancer:1.88e-5 (favourable)	Tissue enhanced	Tissue enhanced		adrenal gland: 138.3;kidney: 105.1	liver: 53.8	Cell line enhanced		A549: 19.2;AN3-CA: 15.5;Hep G2: 28.2;U-266/70: 23.7
SLC47A2	FLJ31196, MATE2, MATE2-K	ENSG00000180638	Solute carrier family 47 member 2	17	19678288-19718979	Predicted membrane proteins, Transporters	Evidence at protein level						Glioma:7.41e-4 (unfavourable)	Tissue enhanced	Group enriched	5	fallopian tube: 16.5;kidney: 49.3	epididymis: 6.4	Cell line enhanced		hTCEpi: 1.5
SLC48A1	FLJ20489, hHRG-1, HRG1	ENSG00000211584	Solute carrier family 48 member 1	12	47753916-47782753	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA073994			Supported	Vesicles	Renal cancer:1.34e-6 (favourable), Liver cancer:9.39e-5 (unfavourable), Cervical cancer:4.27e-4 (favourable)	Expressed in all	Expressed in all			thyroid gland: 79.5	Expressed in all		
SLC4A1	AE1, CD233, DI, EPB3, FR, RTA1A, SW, WD, WR	ENSG00000004939	Solute carrier family 4 member 1 (Diego blood group)	17	44248385-44268141	Blood group antigen proteins, CD markers, Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA015584, CAB034438, HPA063911	Enhanced					Tissue enriched	Tissue enriched	8	bone marrow: 238.0	kidney: 30.0	Mixed		
SLC4A10	NBCn2, NCBE	ENSG00000144290	Solute carrier family 4 member 10	2	161424332-161985282	Predicted membrane proteins, Transporters	Evidence at protein level	HPA034755	Supported					Tissue enhanced	Tissue enriched	22	cerebral cortex: 57.5	adrenal gland: 2.6	Cell line enriched	10	Karpas-707: 6.1
SLC4A11	BTR1, CDPD1, CHED2, dJ794I6.2, FECD4, NaBC1	ENSG00000088836	Solute carrier family 4 member 11	20	3227417-3239190	Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA018120, HPA058377	Uncertain		Uncertain	Nucleoplasm<br>Vesicles	Renal cancer:6.21e-6 (favourable), Cervical cancer:9.03e-4 (favourable)	Expressed in all	Tissue enhanced		thyroid gland: 27.7	salivary gland: 19.2	Cell line enhanced		HaCaT: 55.7
SLC4A2	AE2, BND3L, EPB3L1, HKB3, NBND3	ENSG00000164889	Solute carrier family 4 member 2	7	151057210-151076527	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA019339	Enhanced		Approved	Nuclear speckles<br>Plasma membrane<br>Cytosol	Liver cancer:9.04e-6 (unfavourable), Renal cancer:1.26e-4 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 89.3	Expressed in all		
SLC4A3	AE3, SLC2C	ENSG00000114923	Solute carrier family 4 member 3	2	219627327-219641980	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA063498			Approved	Nucleoplasm	Urothelial cancer:4.12e-4 (unfavourable)	Expressed in all	Group enriched	6	cerebral cortex: 30.0;heart muscle: 119.1;ovary: 47.7	testis: 10.9	Mixed		
SLC4A4	hhNMC, HNBC1, NBC1, NBC2, pNBC, SLC4A5	ENSG00000080493	Solute carrier family 4 member 4	4	71186757-71572087	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	CAB022493, HPA035628, HPA035629	Enhanced				Renal cancer:1.18e-4 (favourable), Colorectal cancer:7.69e-4 (favourable)	Group enriched	Tissue enhanced		kidney: 125.8	cerebral cortex: 59.3	Cell line enhanced		BJ: 12.5;RPTEC TERT1: 11.7;U-138 MG: 8.0
SLC4A5	NBC4	ENSG00000188687	Solute carrier family 4 member 5	2	74216242-74343414	Cancer-related genes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA036621	Approved					Tissue enriched	Group enriched	6	testis: 30.9;thyroid gland: 44.9	skin: 6.3	Cell line enhanced		U-266/70: 7.2
SLC4A7	NBC3, SBC2, SLC4A6	ENSG00000033867	Solute carrier family 4 member 7	3	27372721-27484420	Predicted membrane proteins, Transporters	Evidence at protein level	CAB022494, HPA035857	Enhanced		Supported	Plasma membrane<br>Focal adhesion sites<br>Cytosol	Renal cancer:7.91e-6 (unfavourable)	Expressed in all	Tissue enhanced		duodenum: 57.7	breast: 23.8	Expressed in all		
SLC4A8	NBC3	ENSG00000050438	Solute carrier family 4 member 8	12	51391317-51515763	Predicted membrane proteins	Evidence at protein level	HPA031536			Uncertain	Actin filaments		Group enriched	Tissue enhanced		cerebral cortex: 14.5;testis: 15.4	ovary: 4.2	Cell line enhanced		BEWO: 20.3;SCLC-21H: 18.5
SLC4A9	AE4	ENSG00000113073	Solute carrier family 4 member 9	5	140360202-140375143	Plasma proteins, Predicted membrane proteins, Transporters	Evidence at transcript level	HPA051307	Uncertain					Tissue enriched	Tissue enriched	19	kidney: 12.2	seminal vesicle,testis: 0.6	Not detected		
SLC50A1	HsSWEET1, RAG1AP1, RP11-540D14.5, RZPDo834D038D, SCP, slv, SWEET1	ENSG00000169241	Solute carrier family 50 member 1	1	155135344-155138857	Predicted membrane proteins, Transporters	Evidence at protein level	HPA018095	Approved				Renal cancer:3.88e-7 (unfavourable)	Expressed in all	Expressed in all			epididymis: 135.2	Expressed in all		
SLC51A	OSTalpha	ENSG00000163959	Solute carrier family 51 alpha subunit	3	196211487-196243178	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA039123	Enhanced				Liver cancer:7.54e-4 (favourable)	Tissue enriched	Tissue enhanced		duodenum: 29.3;liver: 35.1;small intestine: 71.3	colon: 9.9	Cell line enhanced		REH: 3.4
SLC51B	OSTbeta	ENSG00000186198	Solute carrier family 51 beta subunit	15	65045370-65053396	Predicted membrane proteins, Transporters	Evidence at protein level	HPA008398, HPA008533	Enhanced		Approved	Vesicles<br>Mitochondria	Renal cancer:8.46e-5 (favourable)	Tissue enhanced	Tissue enhanced		cervix, uterine: 59.7;duodenum: 85.4;small intestine: 118.4	colon: 40.7	Group enriched	9	CACO-2: 15.0;EFO-21: 11.0;Hep G2: 10.4
SLC52A1	FLJ10060, GPCR42, GPR172B, hRFT1, PAR2, RFVT1	ENSG00000132517	Solute carrier family 52 member 1	17	5032600-5052009	Disease related genes, Predicted membrane proteins	Evidence at protein level	CAB011449	Uncertain				Cervical cancer:9.54e-4 (favourable)	Mixed	Group enriched	10	duodenum: 36.1;placenta: 26.1;skin: 13.2;small intestine: 26.3	parathyroid gland: 2.6	Cell line enhanced		A549: 2.1;BEWO: 1.9;HMC-1: 4.1;SK-BR-3: 2.0
SLC52A2	D15Ertd747e, FLJ11856, GPCR41, GPR172A, hRFT3, PAR1, RFVT2	ENSG00000185803	Solute carrier family 52 member 2	8	144354135-144361272	Disease related genes, FDA approved drug targets, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA063036	Approved				Liver cancer:2.04e-6 (unfavourable), Renal cancer:1.23e-4 (unfavourable), Cervical cancer:7.55e-4 (unfavourable)	Expressed in all	Expressed in all			placenta: 20.8	Expressed in all		
SLC52A3	bA371L19.1, C20orf54, hRFT2, RFVT3	ENSG00000101276	Solute carrier family 52 member 3	20	760080-776015	Disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA049391, HPA059078	Approved				Stomach cancer:5.51e-6 (favourable)	Expressed in all	Tissue enhanced		testis: 62.3	small intestine: 18.1	Cell line enhanced		CAPAN-2: 33.7;SK-BR-3: 10.4;T-47d: 16.0
SLC5A1	D22S675, NAGT, SGLT1	ENSG00000100170	Solute carrier family 5 member 1	22	32043032-32113029	Disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	CAB015467, HPA051805, HPA055106	Enhanced		Approved	Nucleoplasm<br>Vesicles	Renal cancer:6.97e-7 (favourable), Endometrial cancer:2.59e-4 (favourable)	Mixed	Group enriched	10	duodenum: 505.0;small intestine: 313.4	gallbladder: 40.2	Cell line enhanced		CACO-2: 2.1;RPMI-8226: 1.3;SH-SY5Y: 1.0
SLC5A10	SGLT5	ENSG00000154025	Solute carrier family 5 member 10	17	18950345-19022595	Predicted membrane proteins, Transporters	Evidence at protein level	HPA052014	Uncertain					Tissue enriched	Tissue enriched	25	kidney: 43.9	bone marrow: 1.7	Cell line enhanced		U-937: 4.4
SLC5A11	KST1, SGLT6, SMIT2	ENSG00000158865	Solute carrier family 5 member 11	16	24845841-24911628	Predicted membrane proteins	Evidence at protein level	HPA035331	Uncertain		Approved	Nucleus<br>Cytosol		Mixed	Group enriched	5	cerebral cortex: 10.5;duodenum: 6.6;kidney: 6.1;small intestine: 15.2	breast: 1.7	Cell line enhanced		BEWO: 1.7;Hep G2: 11.2;Karpas-707: 3.2
SLC5A12	MGC52019, SMCT2	ENSG00000148942	Solute carrier family 5 member 12	11	26667019-26723427	Predicted membrane proteins, Transporters	Evidence at protein level	HPA060904	Enhanced					Tissue enriched	Tissue enhanced		epididymis: 58.2;kidney: 173.7	small intestine: 33.4	Cell line enhanced		Karpas-707: 1.6;NTERA-2: 1.7;T-47d: 1.1
SLC5A2	SGLT2	ENSG00000140675	Solute carrier family 5 member 2	16	31483002-31490860	Disease related genes, FDA approved drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA041603	Enhanced					Not detected	Tissue enriched	10	kidney: 26.5	testis: 2.7	Not detected		
SLC5A3	SMIT, SMIT1	ENSG00000198743	Solute carrier family 5 member 3	21	34073570-34106262	Predicted membrane proteins, Transporters	Evidence at protein level	HPA029791			Approved	Plasma membrane<br>Cytosol	Pancreatic cancer:1.98e-5 (unfavourable), Renal cancer:4.72e-4 (unfavourable)	Expressed in all	Tissue enhanced		thyroid gland: 42.2	kidney: 33.1	Expressed in all		
SLC5A4	DJ90G24.4, SAAT1, SGLT3	ENSG00000100191	Solute carrier family 5 member 4	22	32218476-32255341	Predicted membrane proteins, Transporters	Evidence at transcript level							Tissue enriched	Group enriched	8	duodenum: 18.0;small intestine: 21.3	lung: 2.3	Cell line enriched	15	SK-MEL-30: 21.9
SLC5A5	NIS	ENSG00000105641	Solute carrier family 5 member 5	19	17871973-17895174	Disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	CAB022364, HPA049055	Enhanced					Mixed	Tissue enhanced		salivary gland: 28.3;stomach: 56.1;thyroid gland: 20.7	cervix, uterine: 8.3	Cell line enriched	5	BEWO: 10.8
SLC5A6	SMVT	ENSG00000138074	Solute carrier family 5 member 6	2	27199587-27212958	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA036958	Approved		Approved	Cell Junctions	Renal cancer:3.60e-7 (unfavourable)	Expressed in all	Expressed in all			epididymis: 81.3	Expressed in all		
SLC5A7	CHT1, hCHT	ENSG00000115665	Solute carrier family 5 member 7	2	107986523-108013994	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA046105			Approved	Nuclear bodies<br>Cell Junctions<br>Intermediate filaments		Tissue enhanced	Mixed			thyroid gland: 2.0	Group enriched	21	RT4: 2.9;SCLC-21H: 1.2
SLC5A8	AIT	ENSG00000256870	Solute carrier family 5 member 8	12	101155493-101210407	Predicted membrane proteins	Evidence at protein level						Breast cancer:9.04e-6 (favourable), Renal cancer:1.97e-4 (favourable)	Tissue enhanced	Tissue enhanced		cervix, uterine: 15.0;thyroid gland: 14.7	kidney: 3.5	Cell line enriched	6	SK-BR-3: 2.3
SLC5A9	SGLT4	ENSG00000117834	Solute carrier family 5 member 9	1	48222685-48248644	Predicted membrane proteins, Transporters	Evidence at protein level	HPA050263			Approved	Actin filaments<br>Cytosol	Renal cancer:1.84e-5 (unfavourable)	Tissue enhanced	Group enriched	9	duodenum: 42.6;small intestine: 45.5	lung: 4.6	Cell line enriched	7	Hep G2: 10.2
SLC6A1	GABATHG, GABATR, GAT1	ENSG00000157103	Solute carrier family 6 member 1	3	10992724-11039247	Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA013341, CAB022293	Enhanced		Uncertain	Mitochondria	Renal cancer:5.05e-6 (unfavourable), Liver cancer:3.20e-4 (favourable)	Group enriched	Group enriched	5	cerebral cortex: 119.4;liver: 50.4	parathyroid gland: 16.0	Not detected		
SLC6A11	GAT3	ENSG00000132164	Solute carrier family 6 member 11	3	10816200-10940733	Predicted membrane proteins, Transporters	Evidence at protein level	HPA037981	Supported	Supported				Tissue enhanced	Tissue enhanced		cerebral cortex: 18.1;skin: 6.7	esophagus: 5.5	Cell line enhanced		HaCaT: 11.8;Hep G2: 10.7;hTCEpi: 8.5;NTERA-2: 6.6
SLC6A12	BGT-1	ENSG00000111181	Solute carrier family 6 member 12	12	190077-214570	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA034973	Approved		Approved	Vesicles	Renal cancer:2.70e-6 (favourable), Endometrial cancer:1.59e-4 (unfavourable)	Tissue enhanced	Tissue enhanced		kidney: 29.5;liver: 43.6	cerebral cortex: 14.8	Group enriched	10	Hep G2: 4.9;RPTEC TERT1: 10.5
SLC6A13	GAT2	ENSG00000010379	Solute carrier family 6 member 13	12	220621-262873	Predicted membrane proteins, Transporters	Evidence at protein level	HPA036449, HPA052726			Approved	Nucleus<br>Nucleoli<br>Mitochondria<br>Cytosol		Tissue enriched	Tissue enriched	14	kidney: 154.0	fallopian tube: 11.3	Cell line enriched	7	RPTEC TERT1: 3.5
SLC6A14		ENSG00000268104	Solute carrier family 6 member 14	X	116436622-116461458	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at transcript level	HPA003193	Uncertain		Approved	Vesicles	Pancreatic cancer:9.74e-4 (unfavourable)	Mixed	Tissue enhanced		cervix, uterine: 11.0;lung: 23.9	breast: 9.1	Cell line enhanced		HeLa: 1.0;Hep G2: 2.3
SLC6A15	FLJ10316, hv7-3, NTT73, SBAT1, V7-3	ENSG00000072041	Solute carrier family 6 member 15	12	84859488-84913615	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA008609	Uncertain		Approved	Nucleoli<br>Vesicles		Tissue enhanced	Tissue enhanced		cerebral cortex: 23.0	placenta: 5.5	Cell line enhanced		ASC diff: 62.0;hTERT-HME1: 99.4;SCLC-21H: 104.6
SLC6A16	NTT5	ENSG00000063127	Solute carrier family 6 member 16	19	49289638-49325225	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA076812			Supported	Golgi apparatus		Mixed	Tissue enriched	18	testis: 162.8	lymph node: 8.8	Cell line enhanced		AF22: 18.0
SLC6A17		ENSG00000197106	Solute carrier family 6 member 17	1	110150486-110202202	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA007663, HPA008044	Enhanced		Approved	Nucleus<br>Golgi apparatus		Tissue enriched	Tissue enriched	10	cerebral cortex: 75.4	adrenal gland: 7.9	Cell line enhanced		SiHa: 6.6;SK-MEL-30: 28.5;U-87 MG: 7.0
SLC6A18	FLJ31236, Xtrp2	ENSG00000164363	Solute carrier family 6 member 18	5	1225355-1246189	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA011885	Enhanced					Tissue enriched	Tissue enriched	83	kidney: 8.2	all non-specific tissues: 0.0	Not detected		
SLC6A19		ENSG00000174358	Solute carrier family 6 member 19	5	1201595-1225117	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA037415, HPA043207	Enhanced		Approved	Nucleoli	Renal cancer:4.14e-6 (favourable)	Tissue enhanced	Group enriched	21	duodenum: 139.5;kidney: 91.8;small intestine: 156.9	rectum: 6.2	Group enriched	6	BEWO: 13.7;HEL: 16.3
SLC6A2	NAT1, NET, NET1, SLC6A5	ENSG00000103546	Solute carrier family 6 member 2	16	55655604-55706192	Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	HPA004057, HPA076311, CAB078195	Enhanced	Supported	Approved	Mitochondria<br>Cytosol		Tissue enhanced	Tissue enhanced		adrenal gland: 29.2;placenta: 18.4;skin: 15.7	testis: 11.4	Cell line enriched	35	SH-SY5Y: 519.4
SLC6A20	XT3, Xtrp3	ENSG00000163817	Solute carrier family 6 member 20	3	45755450-45796535	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA029873	Uncertain				Renal cancer:1.55e-5 (favourable)	Mixed	Tissue enhanced		duodenum: 24.4;small intestine: 19.3	gallbladder: 10.9	Cell line enhanced		HaCaT: 1.5
SLC6A3	DAT, DAT1	ENSG00000142319	Solute carrier family 6 member 3	5	1392790-1445430	Disease related genes, FDA approved drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA012763, HPA013602, CAB016249, CAB078172	Supported	Supported	Approved	Vesicles	Renal cancer:3.40e-7 (unfavourable)	Tissue enriched	Not detected			thyroid gland: 0.3	Not detected		
SLC6A4	5-HTT, HTT, OCD1, SERT1	ENSG00000108576	Solute carrier family 6 member 4	17	30194319-30236002	FDA approved drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA071354, HPA074728		Supported	Supported	Golgi apparatus<br>Vesicles		Tissue enhanced	Group enriched	10	duodenum: 10.4;lung: 44.2;placenta: 26.4;small intestine: 45.3	esophagus: 3.1	Cell line enhanced		BEWO: 1.9;CACO-2: 3.2;Hep G2: 7.1
SLC6A5	GLYT2, NET1	ENSG00000165970	Solute carrier family 6 member 5	11	20599400-20659285	Disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level							Not detected	Tissue enhanced		lung: 1.4	testis: 0.6	Not detected		
