Gene	Gene synonym	Ensembl	Gene description	Chromosome	Position	Protein class	Evidence	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Prognostic p-value	RNA cancer category	RNA tissue category	RNA TS	RNA TS TPM	TPM max in non-specific	RNA cell line category	RNA CS	RNA CS TPM
TMEM168	DKFZp564C012, FLJ13576	ENSG00000146802	Transmembrane protein 168	7	112762382-112790592	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA020389	Approved				Lung cancer:4.07e-6 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 44.3	Expressed in all		
TMEM178A	MGC33926, TMEM178	ENSG00000152154	Transmembrane protein 178A	2	39664982-39717963	Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at transcript level	HPA052128	Uncertain		Approved	Nucleus<br>Vesicles		Tissue enhanced	Tissue enhanced		cerebral cortex: 55.4	kidney: 19.3	Cell line enhanced		AF22: 137.1;NTERA-2: 17.7;SCLC-21H: 30.2
TMEM179	C14orf90, FLJ42486, TMEM179A	ENSG00000258986	Transmembrane protein 179	14	104474678-104605647	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at transcript level	HPA002942			Uncertain	Mitochondria		Mixed	Group enriched	8	adrenal gland: 14.6;cerebral cortex: 27.9	testis: 2.5	Cell line enhanced		NTERA-2: 8.5;SCLC-21H: 42.8;SH-SY5Y: 12.2
TMEM191C		ENSG00000206140	Transmembrane protein 191C	22	21466423-21471269	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at transcript level							Not detected	Tissue enriched	9	testis: 1.5	endometrium,lung,ovary: 0.1	Not detected		
TMEM196	MGC42090	ENSG00000173452	Transmembrane protein 196	7	19719310-19773598	Predicted membrane proteins, Predicted secreted proteins	Evidence at transcript level	HPA043163	Uncertain					Tissue enhanced	Tissue enhanced		cerebral cortex: 9.2	endometrium: 2.2	Group enriched	7	ASC diff: 3.1;ASC TERT1: 3.1
TMEM199	C17orf32, MGC45714, VMA12, VPH2	ENSG00000244045	Transmembrane protein 199	17	28357581-28363683	Disease related genes, Potential drug targets, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA027051	Uncertain				Liver cancer:1.54e-4 (unfavourable), Endometrial cancer:5.55e-4 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 19.3	Expressed in all		
TMEM205	MBC3205, UNQ501	ENSG00000105518	Transmembrane protein 205	19	11342776-11346518	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA041504	Approved		Approved	Nucleoplasm<br>Nuclear membrane<br>Endoplasmic reticulum		Expressed in all	Expressed in all			parathyroid gland: 258.0	Expressed in all		
TMEM213		ENSG00000214128	Transmembrane protein 213	7	138797952-138838101	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA054059	Enhanced				Renal cancer:5.54e-7 (favourable)	Tissue enriched	Group enriched	9	kidney: 80.7;salivary gland: 22.6	breast: 5.7	Not detected		
TMEM25	FLJ14399	ENSG00000149582	Transmembrane protein 25	11	118531041-118547280	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA012163, HPA051562	Approved		Approved	Golgi apparatus<br>Vesicles	Renal cancer:0.00e+0 (favourable)	Expressed in all	Expressed in all			duodenum: 47.0	Cell line enhanced		T-47d: 41.7
TMEM38B	bA219P18.1, C9orf87, D4Ertd89e, FLJ10493, TRIC-B	ENSG00000095209	Transmembrane protein 38B	9	105694544-105776612	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA018465	Uncertain				Renal cancer:7.96e-4 (favourable)	Expressed in all	Expressed in all			testis: 51.9	Expressed in all		
TMEM44	DKFZp686O18124	ENSG00000145014	Transmembrane protein 44	3	194587673-194633689	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA043718	Uncertain		Approved	Cytosol	Renal cancer:6.55e-13 (unfavourable)	Expressed in all	Mixed			epididymis: 16.7	Mixed		
TMEM52		ENSG00000178821	Transmembrane protein 52	1	1917590-1919273	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at transcript level							Mixed	Tissue enhanced		pancreas: 38.8;skeletal muscle: 105.7	adrenal gland: 24.4	Cell line enhanced		Hep G2: 13.9;RPMI-8226: 25.7
TMEM59	C1orf8, HSPC001	ENSG00000116209	Transmembrane protein 59	1	54026681-54053504	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level							Expressed in all	Expressed in all			fallopian tube: 650.0	Expressed in all		
TMEM67	JBTS6, MGC26979, MKS3, NPHP11	ENSG00000164953	Transmembrane protein 67	8	93754844-93819234	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level						Renal cancer:7.62e-4 (unfavourable)	Mixed	Tissue enhanced		fallopian tube: 21.5	testis: 12.5	Mixed		
TMEM70	FLJ20533	ENSG00000175606	Transmembrane protein 70	8	73972437-73982783	Disease related genes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA023187, CAB034226	Uncertain		Supported	Nucleoplasm<br>Mitochondria		Expressed in all	Expressed in all			skeletal muscle: 30.2	Expressed in all		
TMEM87A	DKFZP564G2022	ENSG00000103978	Transmembrane protein 87A	15	42210452-42273663	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA018104, HPA018189	Enhanced		Supported	Golgi apparatus		Expressed in all	Expressed in all			prostate: 124.3	Expressed in all		
TMEM94	KIAA0195	ENSG00000177728	Transmembrane protein 94	17	75441159-75500090	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA008423, HPA050660	Approved		Supported	Nucleoplasm<br>Nuclear bodies	Pancreatic cancer:2.26e-4 (favourable)	Expressed in all	Expressed in all			cerebral cortex: 54.2	Expressed in all		
TMEM95	MGC129793, UNQ9390	ENSG00000182896	Transmembrane protein 95	17	7355123-7357219	Predicted membrane proteins, Predicted secreted proteins	Evidence at transcript level							Not detected	Tissue enriched	48	testis: 9.9	gallbladder: 0.2	Not detected		
TMIGD1	TMIGD, UNQ9372	ENSG00000182271	Transmembrane and immunoglobulin domain containing 1	17	30316333-30334059	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA021946			Approved	Mitochondria		Tissue enhanced	Group enriched	23	colon: 81.8;rectum: 109.8;small intestine: 162.9	kidney: 5.1	Not detected		
TMPRSS12	CT151, MGC57341	ENSG00000186452	Transmembrane protease, serine 12	12	50842920-50887884	Enzymes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level							Not detected	Tissue enriched	75	testis: 39.5	epididymis: 0.5	Not detected		
TMPRSS5	MGC141886, MGC148044	ENSG00000166682	Transmembrane protease, serine 5	11	113687550-113706373	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA010992			Approved	Nucleoplasm		Tissue enhanced	Tissue enhanced		cerebral cortex: 10.1	salivary gland: 3.0	Cell line enhanced		CAPAN-2: 2.9;WM-115: 2.6
TMUB1	C7orf21, SB144	ENSG00000164897	Transmembrane and ubiquitin like domain containing 1	7	151081080-151083546	Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA029429	Approved		Supported	Nucleoplasm<br>Cytosol		Expressed in all	Expressed in all			small intestine: 52.2	Expressed in all		
TMX2	PDIA12, TXNDC14	ENSG00000213593	Thioredoxin related transmembrane protein 2	11	57712600-57740973	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA040282, HPA063763	Approved		Approved	Nucleoplasm<br>Cytosol	Renal cancer:1.55e-5 (favourable), Urothelial cancer:3.37e-4 (unfavourable), Head and neck cancer:3.64e-4 (unfavourable), Liver cancer:4.11e-4 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 129.2	Expressed in all		
TMX3	FLJ20793, KIAA1830, PDIA13, TXNDC10	ENSG00000166479	Thioredoxin related transmembrane protein 3	18	68673688-68715298	Enzymes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA014157	Uncertain				Renal cancer:2.87e-4 (unfavourable)	Expressed in all	Expressed in all			lymph node: 31.4	Expressed in all		
TNFRSF11A	CD265, FEO, LOH18CR1, PDB2, RANK	ENSG00000141655	TNF receptor superfamily member 11a	18	62325287-62391292	CD markers, Disease related genes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB010391, HPA027728, HPA047976	Uncertain		Supported	Plasma membrane<br>Cytosol		Mixed	Tissue enhanced		duodenum: 30.6	small intestine: 20.5	Cell line enhanced		HDLM-2: 116.8;PC-3: 18.0;SCLC-21H: 24.0
TNFRSF12A	CD266, FN14, TweakR	ENSG00000006327	TNF receptor superfamily member 12A	16	3018445-3022383	Cancer-related genes, CD markers, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA007853	Approved		Approved	Plasma membrane<br>Cytosol	Head and neck cancer:5.50e-4 (unfavourable), Renal cancer:8.78e-4 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 199.0	Mixed		
TNFRSF14	ATAR, CD270, HVEA, HVEM, LIGHTR, TR2	ENSG00000157873	TNF receptor superfamily member 14	1	2555639-2565382	Cancer-related genes, CD markers, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA006404, CAB026150, CAB030007	Approved		Approved	Cytosol<br>Rods & Rings	Urothelial cancer:7.79e-6 (favourable), Endometrial cancer:8.01e-6 (favourable), Breast cancer:4.39e-5 (favourable)	Expressed in all	Expressed in all			duodenum: 45.5	Cell line enhanced		CAPAN-2: 23.4;HDLM-2: 25.7;HHSteC: 25.4;SK-MEL-30: 41.0
TNFRSF18	AITR, CD357, GITR	ENSG00000186891	TNF receptor superfamily member 18	1	1203508-1206691	CD markers, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA008025	Approved				Renal cancer:4.40e-11 (unfavourable), Endometrial cancer:7.72e-6 (favourable), Head and neck cancer:4.12e-4 (favourable)	Expressed in all	Tissue enhanced		skin: 43.3	parathyroid gland: 18.0	Group enriched	11	RPMI-8226: 148.8;SCLC-21H: 173.4
TNFRSF1A	CD120a, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR60	ENSG00000067182	TNF receptor superfamily member 1A	12	6328757-6342114	Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA004102, CAB010309	Approved				Renal cancer:2.70e-7 (unfavourable), Head and neck cancer:3.68e-4 (unfavourable), Endometrial cancer:8.22e-4 (favourable)	Expressed in all	Expressed in all			smooth muscle: 141.2	Mixed		
TNFRSF1B	CD120b, p75, TNF-R-II, TNF-R75, TNFBR, TNFR2, TNFR80	ENSG00000028137	TNF receptor superfamily member 1B	1	12167003-12209228	Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA004796	Approved				Renal cancer:8.35e-5 (unfavourable), Testis cancer:8.68e-4 (unfavourable)	Expressed in all	Tissue enhanced		appendix: 100.4	spleen: 77.8	Cell line enhanced		CAPAN-2: 31.7;K-562: 41.3;THP-1: 35.7;U-87 MG: 34.0
TNFRSF25	APO-3, DDR3, DR3, LARD, TNFRSF12, TR3, TRAMP, WSL-1, WSL-LR	ENSG00000215788	TNF receptor superfamily member 25	1	6461151-6466195	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA069834			Approved	Nucleus<br>Plasma membrane<br>Actin filaments<br>Focal adhesion sites	Renal cancer:1.65e-7 (unfavourable), Head and neck cancer:3.09e-4 (favourable), Colorectal cancer:4.46e-4 (unfavourable)	Expressed in all	Tissue enhanced		skin: 29.6	spleen: 12.1	Cell line enhanced		HDLM-2: 24.6;RPMI-8226: 17.9
TNFSF11	CD254, ODF, OPGL, RANKL, TRANCE	ENSG00000120659	Tumor necrosis factor superfamily member 11	13	42562736-42608013	Cancer-related genes, CD markers, Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB009193, HPA045142	Enhanced					Mixed	Tissue enhanced		lymph node: 17.3	appendix: 6.3	Cell line enhanced		HSkMC: 1.5;NTERA-2: 3.0
TOMM7	Tom7	ENSG00000196683	Translocase of outer mitochondrial membrane 7	7	22812628-22822852	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level						Head and neck cancer:6.30e-4 (unfavourable)	Expressed in all	Expressed in all			ovary: 677.6	Expressed in all		
TPO	TPX	ENSG00000115705	Thyroid peroxidase	2	1374223-1543711	Disease related genes, Enzymes, FDA approved drug targets, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA007987, CAB009587	Enhanced					Tissue enriched	Tissue enriched	103	thyroid gland: 1817.4	spleen: 17.6	Cell line enhanced		Karpas-707: 6.9;RPMI-8226: 2.9
TRABD2A	C2orf89, TIKI1	ENSG00000186854	TraB domain containing 2A	2	84821650-84907008	Predicted membrane proteins, Predicted secreted proteins	Evidence at transcript level	HPA045817	Approved					Group enriched	Tissue enhanced		colon: 35.4;ovary: 30.7;rectum: 43.1	lymph node: 11.7	Cell line enhanced		BEWO: 38.1;HDLM-2: 29.0;hTEC/SVTERT24-B: 17.5;SiHa: 18.3
TREM1	CD354, TREM-1	ENSG00000124731	Triggering receptor expressed on myeloid cells 1	6	41267926-41286719	CD markers, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA005563	Uncertain					Tissue enhanced	Tissue enhanced		appendix: 67.7;bone marrow: 63.0;lung: 103.1	adipose tissue: 26.9	Cell line enriched	11	U-87 MG: 24.5
TREM2	TREM-2, Trem2a, Trem2b, Trem2c	ENSG00000095970	Triggering receptor expressed on myeloid cells 2	6	41158506-41163186	Disease related genes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA010917, HPA012571	Approved				Liver cancer:4.24e-4 (unfavourable)	Expressed in all	Tissue enhanced		cerebral cortex: 37.0;lung: 40.5	adrenal gland: 16.1	Cell line enhanced		HBEC3-KT: 9.0;hTCEpi: 49.6;THP-1: 26.6
TSHR	LGR3	ENSG00000165409	Thyroid stimulating hormone receptor	14	80954989-81146302	Cancer-related genes, Disease related genes, FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB000473	Approved					Tissue enriched	Tissue enriched	282	thyroid gland: 445.5	lymph node: 1.5	Cell line enhanced		MOLT-4: 18.4;SCLC-21H: 25.2;U-266/70: 7.9
TSPAN3	TM4-A, TM4SF8, TSPAN-3	ENSG00000140391	Tetraspanin 3	15	77041404-77083984	Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA015996	Uncertain		Approved	Nucleoplasm<br>Golgi apparatus		Expressed in all	Expressed in all			epididymis: 527.2	Expressed in all		
TSPAN31	SAS	ENSG00000135452	Tetraspanin 31	12	57738013-57750211	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA057489	Approved				Renal cancer:9.91e-5 (favourable), Head and neck cancer:1.09e-4 (unfavourable)	Expressed in all	Expressed in all			thyroid gland: 74.5	Expressed in all		
TTC13	FLJ22584	ENSG00000143643	Tetratricopeptide repeat domain 13	1	230906243-230978875	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA018022, HPA051558	Uncertain		Approved	Nucleoplasm	Renal cancer:1.60e-11 (unfavourable), Pancreatic cancer:4.59e-5 (favourable), Head and neck cancer:7.66e-4 (favourable)	Expressed in all	Expressed in all			lymph node: 23.0	Expressed in all		
TXNDC15	2310047H23Rik, C5orf14, FLJ22625	ENSG00000113621	Thioredoxin domain containing 15	5	134873803-134901525	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA015483	Approved		Approved	Golgi apparatus	Renal cancer:1.44e-4 (unfavourable)	Expressed in all	Expressed in all			thyroid gland: 85.3	Expressed in all		
TYRP1	b-PROTEIN, CAS2, CATB, GP75, OCA3, TRP, TYRP	ENSG00000107165	Tyrosinase related protein 1	9	12685439-12710290	Disease related genes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA000937, CAB002520	Enhanced		Supported	Vesicles		Tissue enriched	Group enriched	6	heart muscle: 40.2;skin: 169.1	kidney: 17.0	Cell line enriched	51	SK-MEL-30: 1084.9
UBAC2	FLJ30548, PHGDHL1, RP11-178C10.1	ENSG00000134882	UBA domain containing 2	13	99200774-99386434	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA013448	Approved		Approved	Cytosol	Pancreatic cancer:1.73e-4 (unfavourable)	Expressed in all	Expressed in all			thyroid gland: 35.8	Expressed in all		
UBR3	DKFZp434P117, FLJ37422, KIAA2024, ZNF650	ENSG00000144357	Ubiquitin protein ligase E3 component n-recognin 3 (putative)	2	169827458-170084131	Enzymes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA035390	Approved		Approved	Nucleus<br>Nucleoli		Expressed in all	Expressed in all			parathyroid gland: 39.6	Expressed in all		
UBXN8	D8S2298E, REP8, UBXD6	ENSG00000104691	UBX domain protein 8	8	30732247-30767006	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA017725, HPA077538	Approved		Supported	Nucleoplasm<br>Nucleoli<br>Endoplasmic reticulum	Renal cancer:5.25e-5 (unfavourable), Colorectal cancer:6.13e-4 (favourable)	Expressed in all	Expressed in all			ovary: 109.4	Expressed in all		
UGT1A10	UGT1J	ENSG00000242515	UDP glucuronosyltransferase family 1 member A10	2	233636454-233773305	Cancer-related genes, Enzymes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level						Pancreatic cancer:4.55e-4 (unfavourable)	Tissue enhanced	Tissue enhanced		colon: 49.7;duodenum: 80.9;small intestine: 59.1	rectum: 39.6	Cell line enriched	108	RT4: 416.9
