Gene	Gene synonym	Ensembl	Gene description	Chromosome	Position	Protein class	Evidence	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Prognostic p-value	RNA cancer category	RNA tissue category	RNA TS	RNA TS TPM	TPM max in non-specific	RNA cell line category	RNA CS	RNA CS TPM
RBMY1J		ENSG00000226941	RNA binding motif protein, Y-linked, family 1, member J	Y	22403461-22417881	Predicted intracellular proteins	Evidence at protein level	HPA001534, HPA053147	Supported					Not detected	Tissue enriched	17	testis: 2.7	lung: 0.1	Group enriched	138	U-266/70: 18.5;U-266/84: 8.9
RBP1	CRABP-I, CRBP, CRBP1, CRBPI, RBPC	ENSG00000114115	Retinol binding protein 1	3	139517434-139539829	Predicted intracellular proteins	Evidence at protein level	HPA007338, CAB018603, CAB019276	Enhanced		Approved	Nucleoplasm<br>Cytosol		Expressed in all	Tissue enhanced		fallopian tube: 634.8;ovary: 1297.7	adrenal gland: 376.4	Cell line enriched	6	SH-SY5Y: 887.3
RBP2	CRABP-II, CRBP2, CRBPII, RBPC2	ENSG00000114113	Retinol binding protein 2	3	139452884-139480747	Predicted intracellular proteins, Transporters	Evidence at protein level	HPA035866	Enhanced		Approved	Golgi apparatus		Tissue enhanced	Group enriched	204	duodenum: 2746.0;small intestine: 2037.7	lung: 11.7	Cell line enriched	6	CACO-2: 65.5
RBP5	CRBPIII	ENSG00000139194	Retinol binding protein 5	12	7123684-7128942	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA038723	Enhanced		Approved	Golgi apparatus<br>Vesicles	Urothelial cancer:3.68e-4 (favourable), Lung cancer:8.37e-4 (favourable)	Group enriched	Tissue enhanced		kidney: 455.7;liver: 204.9	spleen: 102.0	Cell line enhanced		Hep G2: 17.0;K-562: 46.6
RBP7	CRBPIV	ENSG00000162444	Retinol binding protein 7	1	9997206-10016020	Predicted intracellular proteins	Evidence at protein level	HPA034749	Enhanced		Uncertain	Nuclear speckles<br>Cytosol	Colorectal cancer:2.49e-4 (unfavourable)	Expressed in all	Tissue enhanced		adipose tissue: 260.1	breast: 82.2	Cell line enhanced		EFO-21: 12.5;SK-MEL-30: 7.2;T-47d: 32.2
RBPJ	CBF1, IGKJRB, IGKJRB1, KBF2, RBP-J, RBPJK, RBPSUH, SUH	ENSG00000168214	Recombination signal binding protein for immunoglobulin kappa J region	4	26163455-26435131	Disease related genes, Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA060647			Supported	Nucleoplasm	Endometrial cancer:2.98e-4 (favourable)	Expressed in all	Expressed in all			placenta: 77.2	Expressed in all		
RBPJL	RBP-L, RBPSUHL, SUH, SUHL	ENSG00000124232	Recombination signal binding protein for immunoglobulin kappa J region like	20	45306851-45317824	Predicted intracellular proteins, Transcription factors	Evidence at protein level	CAB006846	Enhanced					Group enriched	Tissue enriched	151	pancreas: 205.8	stomach: 1.3	Not detected		
RBPMS	HERMES	ENSG00000157110	RNA binding protein with multiple splicing	8	30384479-30572261	Predicted intracellular proteins	Evidence at protein level	HPA056999	Enhanced		Supported	Nucleoplasm<br>Cytosol		Expressed in all	Mixed			seminal vesicle: 267.6	Cell line enhanced		ASC diff: 222.6
RBPMS2		ENSG00000166831	RNA binding protein with multiple splicing 2	15	64739892-64775587	Predicted intracellular proteins	Evidence at protein level						Renal cancer:1.48e-4 (favourable)	Expressed in all	Tissue enhanced		heart muscle: 134.9	seminal vesicle: 63.9	Cell line enhanced		AF22: 38.7;AN3-CA: 51.6;HEL: 77.7;NTERA-2: 76.7
RBSN	ZFYVE20	ENSG00000131381	Rabenosyn, RAB effector	3	15070073-15099163	Predicted intracellular proteins	Evidence at protein level	HPA044878	Approved		Enhanced	Vesicles		Expressed in all	Expressed in all			cerebral cortex: 30.7	Expressed in all		
RBX1	BA554C12.1, RNF75, ROC1	ENSG00000100387	Ring-box 1	22	40951347-40973309	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA003038			Supported	Nucleoplasm	Ovarian cancer:6.63e-4 (favourable)	Expressed in all	Expressed in all			epididymis: 70.6	Expressed in all		
RC3H1	KIAA2025, RNF198, roquin, RP5-1198E17.5	ENSG00000135870	Ring finger and CCCH-type domains 1	1	173931214-174022297	Predicted intracellular proteins	Evidence at protein level	HPA027428, HPA027434, HPA027448	Approved		Supported	Plasma membrane<br>Cytosol	Renal cancer:7.96e-4 (unfavourable)	Expressed in all	Mixed			bone marrow: 12.9	Mixed		
RC3H2	FLJ20301, FLJ20713, MNAB, RNF164	ENSG00000056586	Ring finger and CCCH-type domains 2	9	122844556-122905341	Enzymes, Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA042863, HPA062144	Approved		Supported	Vesicles	Renal cancer:5.50e-4 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 25.5	Expressed in all		
RCAN1	DSCR1	ENSG00000159200	Regulator of calcineurin 1	21	34513142-34615142	Predicted intracellular proteins	Evidence at protein level	CAB037218	Uncertain		Approved	Cytosol		Expressed in all	Tissue enriched	8	parathyroid gland: 1116.7	placenta: 137.4	Cell line enhanced		SK-MEL-30: 987.4;WM-115: 803.4
RCAN3	DSCR1L2	ENSG00000117602	RCAN family member 3	1	24502351-24541040	Predicted intracellular proteins	Evidence at protein level	HPA034533, HPA064289	Enhanced		Approved	Nucleoli fibrillar center<br>Nuclear speckles		Expressed in all	Tissue enhanced		prostate: 54.8	lymph node: 22.9	Mixed		
RCBTB1	CLLD7, CLLL7, FLJ10716	ENSG00000136144	RCC1 and BTB domain containing protein 1	13	49531946-49585583	Disease related genes, Predicted intracellular proteins	Evidence at protein level	HPA056783			Approved	Nucleoplasm	Ovarian cancer:1.21e-5 (unfavourable), Lung cancer:5.51e-5 (favourable), Renal cancer:1.75e-4 (favourable)	Expressed in all	Expressed in all			thyroid gland: 74.0	Expressed in all		
RCBTB2	CHC1L	ENSG00000136161	RCC1 and BTB domain containing protein 2	13	48488959-48533256	Predicted intracellular proteins	Evidence at protein level	HPA040242	Approved		Approved	Nucleus<br>Golgi apparatus	Renal cancer:2.45e-4 (favourable)	Expressed in all	Expressed in all			thyroid gland: 45.0	Cell line enriched	10	MOLT-4: 221.7
RCC1	CHC1	ENSG00000180198	Regulator of chromosome condensation 1	1	28505943-28539300	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB015413, HPA027573, HPA027574	Enhanced		Supported	Nucleus<br>Nuclear membrane	Renal cancer:2.43e-11 (unfavourable), Liver cancer:1.91e-5 (unfavourable)	Expressed in all	Expressed in all			testis: 63.8	Expressed in all		
RCC1L	WBSCR16	ENSG00000274523	RCC1 like	7	75027122-75074228	Predicted intracellular proteins	Evidence at protein level	HPA052184, HPA060643	Approved		Approved	Nucleus<br>Cytosol	Glioma:6.65e-4 (unfavourable)	Expressed in all	Expressed in all			skeletal muscle: 36.4	Expressed in all		
RCC2	TD-60	ENSG00000179051	Regulator of chromosome condensation 2	1	17406760-17439724	Predicted intracellular proteins	Evidence at protein level	HPA072281	Approved				Liver cancer:3.42e-8 (unfavourable), Renal cancer:4.03e-8 (unfavourable), Melanoma:1.30e-4 (unfavourable), Cervical cancer:3.31e-4 (favourable)	Expressed in all	Mixed			skin: 35.3	Expressed in all		
RCCD1	MGC14386	ENSG00000166965	RCC1 domain containing 1	15	90954870-90963125	Predicted intracellular proteins	Evidence at protein level	HPA039683, HPA040776	Enhanced		Enhanced	Plasma membrane<br>Cytosol		Expressed in all	Mixed			parathyroid gland: 8.9	Mixed		
RCHY1	ARNIP, CHIMP, DKFZp586C1620, PIRH2, PRO1996, RNF199, ZCHY, ZNF363	ENSG00000163743	Ring finger and CHY zinc finger domain containing 1	4	75479037-75514764	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA030339	Approved		Supported	Nucleoplasm<br>Cytosol	Renal cancer:3.62e-5 (favourable), Urothelial cancer:7.89e-5 (favourable), Colorectal cancer:9.09e-4 (favourable)	Expressed in all	Expressed in all			thyroid gland: 31.7	Expressed in all		
RCL1	RNAC, RPCL1	ENSG00000120158	RNA terminal phosphate cyclase like 1	9	4792869-4885917	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA071308			Approved	Nucleoplasm	Renal cancer:2.40e-7 (favourable), Breast cancer:5.48e-4 (favourable), Liver cancer:8.02e-4 (favourable)	Expressed in all	Expressed in all			liver: 123.7	Expressed in all		
RCOR2		ENSG00000167771	REST corepressor 2	11	63911221-63916844	Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA021638	Uncertain		Approved	Nucleus<br>Vesicles<br>Midbody		Mixed	Tissue enhanced		cerebral cortex: 13.2	testis: 3.7	Cell line enhanced		AF22: 39.9;NTERA-2: 52.3;SCLC-21H: 95.8;SH-SY5Y: 57.5
RCOR3	FLJ10876	ENSG00000117625	REST corepressor 3	1	211258377-211316385	Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA007413, HPA071997	Enhanced		Approved	Nucleus<br>Nucleoli	Glioma:1.92e-5 (favourable), Lung cancer:5.75e-5 (favourable)	Expressed in all	Expressed in all			testis: 66.3	Expressed in all		
RCSD1	CapZIP, MGC21854, MK2S4	ENSG00000198771	RCSD domain containing 1	1	167630093-167706249	Predicted intracellular proteins	Evidence at protein level	HPA016597	Enhanced		Uncertain	Nucleoplasm<br>Plasma membrane	Head and neck cancer:2.97e-4 (favourable)	Expressed in all	Tissue enhanced		lymph node: 107.2	spleen: 72.4	Cell line enhanced		Daudi: 144.4;REH: 185.8;RPMI-8226: 96.4;U-266/70: 99.4;U-698: 91.2
RCVRN	RCV1	ENSG00000109047	Recoverin	17	9896320-9905621	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA015783, CAB022363	Supported					Not detected	Not detected			cerebral cortex: 0.3	Cell line enriched	7	WM-115: 2.3
RD3	C1orf36, LCA12	ENSG00000198570	Retinal degeneration 3	1	211476522-211492917	Disease related genes, Predicted intracellular proteins	Evidence at protein level	HPA029941, HPA029943	Supported					Tissue enhanced	Not detected			adrenal gland,epididymis: 0.3	Group enriched	14	HEL: 2.4;HMC-1: 6.0;SH-SY5Y: 10.6
RD3L	TDRD9-AS1, TDRD9AS1	ENSG00000227729	Retinal degeneration 3-like	14	103940426-103942308	Predicted intracellular proteins	Evidence at transcript level	HPA067971	Uncertain					Not detected	Tissue enriched	89	heart muscle: 20.8	liver: 0.2	Not detected		
RDH14	PAN2, SDR7C4	ENSG00000240857	Retinol dehydrogenase 14 (all-trans/9-cis/11-cis)	2	18554723-18560680	Predicted intracellular proteins	Evidence at protein level	HPA056686	Approved		Approved	Nucleoplasm<br>Cytosol		Expressed in all	Expressed in all			parathyroid gland: 31.6	Expressed in all		
RDX	DFNB24	ENSG00000137710	Radixin	11	110174880-110296722	Disease related genes, Predicted intracellular proteins	Evidence at protein level	HPA000263, HPA000763, CAB037312	Enhanced		Enhanced	Plasma membrane		Expressed in all	Expressed in all			adrenal gland: 198.2	Mixed		
REC114	C15orf60, CT147, FLJ27520, FLJ36860, FLJ44083, LOC283677	ENSG00000183324	REC114 meiotic recombination protein	15	73443158-73560014	Predicted intracellular proteins	Evidence at protein level							Tissue enriched	Tissue enriched	96	testis: 63.6	heart muscle: 0.6	Not detected		
REC8	kleisin-alpha, REC8L1, Rec8p	ENSG00000100918	REC8 meiotic recombination protein	14	24171853-24180257	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA031727, HPA031729	Approved		Approved	Nucleoplasm	Renal cancer:1.41e-7 (unfavourable), Breast cancer:2.19e-4 (favourable), Pancreatic cancer:5.57e-4 (favourable)	Expressed in all	Tissue enhanced		fallopian tube: 37.4	testis: 28.9	Cell line enhanced		AF22: 20.6;MOLT-4: 18.0;SH-SY5Y: 98.0
RECQL	RecQ1, RecQL1	ENSG00000004700	RecQ like helicase	12	21468911-21501669	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB009743, HPA030960, HPA064259	Enhanced		Enhanced	Nucleoplasm	Ovarian cancer:3.15e-4 (unfavourable)	Expressed in all	Expressed in all			lymph node: 51.1	Expressed in all		
RECQL4	RecQ4	ENSG00000160957	RecQ like helicase 4	8	144511288-144517845	Cancer-related genes, Predicted intracellular proteins	Evidence at protein level	CAB017800, HPA025821	Supported		Enhanced	Nucleus	Liver cancer:1.91e-4 (unfavourable)	Expressed in all	Mixed			testis: 17.3	Mixed		
RECQL5	FLJ90603, RecQ5	ENSG00000108469	RecQ like helicase 5	17	75626845-75667189	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA029971			Supported	Nucleus<br>Cytosol	Endometrial cancer:1.73e-6 (unfavourable), Pancreatic cancer:4.34e-4 (favourable)	Expressed in all	Expressed in all			thyroid gland: 26.9	Expressed in all		
REL	c-Rel, I-Rel	ENSG00000162924	REL proto-oncogene, NF-kB subunit	2	60881521-60931610	Cancer-related genes, Predicted intracellular proteins, RAS pathway related proteins, Transcription factors	Evidence at protein level	CAB004404	Uncertain					Mixed	Mixed			bone marrow: 29.8	Expressed in all		
RELA	NFKB3, p65	ENSG00000173039	RELA proto-oncogene, NF-kB subunit	11	65653596-65663094	Cancer-related genes, Disease related genes, Predicted intracellular proteins, RAS pathway related proteins, Transcription factors	Evidence at protein level	CAB004264, CAB005030, HPA063461	Supported		Enhanced	Cytosol	Renal cancer:5.66e-4 (unfavourable), Liver cancer:9.18e-4 (unfavourable)	Expressed in all	Expressed in all			endometrium: 62.5	Expressed in all		
RELB	REL-B	ENSG00000104856	RELB proto-oncogene, NF-kB subunit	19	45001430-45038198	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	Evidence at protein level	CAB007753, HPA040506	Approved		Approved	Nucleoplasm<br>Cytosol	Renal cancer:2.99e-6 (unfavourable), Breast cancer:1.55e-4 (favourable)	Expressed in all	Expressed in all			appendix: 25.1	Cell line enhanced		HDLM-2: 73.5
REM1	GES, REM	ENSG00000088320	RRAD and GEM like GTPase 1	20	31475293-31484905	Predicted intracellular proteins	Evidence at protein level	HPA049821	Approved				Renal cancer:1.84e-6 (unfavourable)	Mixed	Mixed			cervix, uterine: 12.3	Cell line enriched	35	WM-115: 21.8
REM2	FLJ38964	ENSG00000139890	RRAD and GEM like GTPase 2	14	22883165-22887686	Predicted intracellular proteins	Evidence at protein level							Mixed	Tissue enhanced		bone marrow: 6.0;parathyroid gland: 4.6	testis: 2.9	Cell line enhanced		AF22: 3.0
RENBP	RBP, RNBP	ENSG00000102032	Renin binding protein	X	153935263-153944691	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA000428, HPA000522	Enhanced				Renal cancer:3.08e-5 (favourable), Cervical cancer:3.95e-4 (favourable)	Expressed in all	Tissue enhanced		spleen: 58.5	kidney: 37.8	Cell line enhanced		EFO-21: 31.9;HMC-1: 101.6;SK-MEL-30: 61.5;U-266/84: 49.9
REP15	RAB15EP	ENSG00000174236	RAB15 effector protein	12	27696519-27697596	Predicted intracellular proteins	Evidence at protein level	HPA040448, HPA059868	Approved				Colorectal cancer:9.43e-5 (favourable)	Mixed	Tissue enhanced		colon: 39.7;rectum: 70.4;stomach: 82.2	small intestine: 39.4	Mixed		
REPS1		ENSG00000135597	RALBP1 associated Eps domain containing 1	6	138903493-138988261	Predicted intracellular proteins	Evidence at protein level	HPA029961, HPA029962	Approved		Approved	Vesicles<br>Plasma membrane<br>Cytosol	Liver cancer:9.47e-4 (unfavourable)	Expressed in all	Expressed in all			testis: 66.1	Expressed in all		
RERE	ARG, ARP, ATN1L, DNB1, KIAA0458	ENSG00000142599	Arginine-glutamic acid dipeptide repeats	1	8352397-8817643	Disease related genes, Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA024093	Uncertain					Expressed in all	Expressed in all			endometrium: 93.2	Expressed in all		
RERG	MGC15754	ENSG00000134533	RAS like estrogen regulated growth inhibitor	12	15107783-15348675	Predicted intracellular proteins	Evidence at protein level	HPA041387	Approved				Endometrial cancer:7.56e-4 (unfavourable)	Expressed in all	Tissue enhanced		endometrium: 141.5	smooth muscle: 125.5	Group enriched	5	AN3-CA: 14.0;BEWO: 32.9;T-47d: 62.0;U-2 OS: 22.6
RERGL	FLJ22655	ENSG00000111404	RERG like	12	18080869-18320107	Predicted intracellular proteins	Evidence at protein level	HPA041740	Uncertain		Approved	Nucleoplasm		Mixed	Mixed			epididymis: 47.0	Cell line enriched	734	REH: 214.1
RESP18		ENSG00000182698	Regulated endocrine specific protein 18	2	219327409-219333177	Predicted intracellular proteins	Evidence at transcript level	HPA045849	Uncertain					Not detected	Tissue enhanced		cerebral cortex: 2.1	testis: 0.7	Not detected		
REST	NRSF, XBR	ENSG00000084093	RE1 silencing transcription factor	4	56907876-56966678	Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA006079, CAB068222	Supported		Approved	Nucleoplasm<br>Cytosol	Renal cancer:9.50e-5 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 32.2	Mixed		
REV1	REV1L	ENSG00000135945	REV1, DNA directed polymerase	2	99400475-99490035	Predicted intracellular proteins	Evidence at protein level	HPA044534, HPA051036	Uncertain		Approved	Cytosol	Prostate cancer:2.03e-4 (unfavourable)	Expressed in all	Expressed in all			endometrium: 23.2	Expressed in all		
REV3L	POLZ, REV3	ENSG00000009413	REV3 like, DNA directed polymerase zeta catalytic subunit	6	111299028-111483715	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA064853, HPA069382	Uncertain		Approved	Nucleoplasm		Expressed in all	Expressed in all			cervix, uterine: 41.2	Expressed in all		
REXO1	EloA-BP1, KIAA1138, TCEB3BP1	ENSG00000079313	RNA exonuclease 1 homolog	19	1815246-1848463	Predicted intracellular proteins	Evidence at protein level	HPA042155, HPA042552	Approved		Supported	Nucleoplasm<br>Nuclear bodies		Expressed in all	Expressed in all			testis: 35.1	Expressed in all		
REXO2	CGI-114, DKFZP566E144, SFN	ENSG00000076043	RNA exonuclease 2	11	114439386-114450279	Predicted intracellular proteins	Evidence at protein level	HPA038450, HPA038451	Enhanced		Supported	Nucleoli<br>Focal adhesion sites<br>Mitochondria	Colorectal cancer:6.51e-4 (favourable), Urothelial cancer:6.70e-4 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 259.4	Expressed in all		
REXO4	hPMC2, XPMC2H	ENSG00000148300	REX4 homolog, 3'-5' exonuclease	9	133406059-133418096	Predicted intracellular proteins	Evidence at protein level	HPA047006	Uncertain		Supported	Nucleus<br>Nucleoli	Liver cancer:4.76e-6 (unfavourable), Renal cancer:2.65e-4 (favourable)	Expressed in all	Expressed in all			testis: 11.2	Expressed in all		
RFC1	A1, MHCBFB, PO-GA, RFC140	ENSG00000035928	Replication factor C subunit 1	4	39287456-39366375	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB009520, HPA046116, HPA069306	Supported		Enhanced	Nucleus	Colorectal cancer:4.43e-5 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 66.7	Expressed in all		
